,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches
556,94.0,84.0,73.0,76.0,73.0,71.0,100.0,76.0,52.0,30.08,30.01,10.0,7.0,0.0,14.0,4.0,26.0,0.75
557,91.0,81.0,71.0,75.0,71.0,69.0,93.0,78.0,63.0,30.07,30.01,10.0,10.0,10.0,17.0,4.0,31.0,0.0
558,91.0,81.0,70.0,73.0,71.0,69.0,100.0,78.0,56.0,30.04,29.98,10.0,10.0,6.0,16.0,6.0,29.0,0.0
559,91.0,84.0,76.0,74.0,72.0,69.0,88.0,69.0,49.0,30.03,29.96,10.0,9.0,7.0,12.0,6.0,19.0,0.0
560,92.0,84.0,76.0,74.0,73.0,72.0,94.0,73.0,52.0,30.03,29.98,10.0,10.0,9.0,14.0,7.0,22.0,0.0
561,91.0,84.0,76.0,75.0,73.0,71.0,94.0,75.0,56.0,30.08,30.0,10.0,10.0,8.0,14.0,7.0,26.0,0.0
562,91.0,84.0,77.0,74.0,72.0,69.0,88.0,72.0,55.0,30.07,29.99,10.0,9.0,7.0,16.0,8.0,28.0,0.0
563,91.0,85.0,78.0,75.0,73.0,70.0,85.0,71.0,56.0,30.02,29.95,10.0,10.0,8.0,16.0,8.0,28.0,0.0
564,91.0,85.0,78.0,74.0,72.0,69.0,85.0,69.0,52.0,30.04,29.98,10.0,9.0,6.0,18.0,8.0,29.0,0.0
565,93.0,85.0,76.0,74.0,71.0,66.0,88.0,65.0,41.0,30.09,30.03,10.0,9.0,6.0,16.0,8.0,24.0,0.0
566,94.0,84.0,74.0,74.0,70.0,64.0,94.0,68.0,41.0,30.13,30.06,10.0,9.0,6.0,13.0,6.0,21.0,0.0
567,93.0,83.0,73.0,73.0,70.0,66.0,94.0,69.0,44.0,30.16,30.1,10.0,10.0,8.0,14.0,5.0,19.0,0.0
568,94.0,84.0,74.0,73.0,71.0,68.0,87.0,67.0,46.0,30.13,30.05,10.0,10.0,10.0,12.0,5.0,19.0,0.0
569,96.0,86.0,75.0,73.0,71.0,68.0,94.0,69.0,43.0,30.01,29.93,10.0,10.0,9.0,13.0,5.0,19.0,0.0
570,97.0,86.0,74.0,72.0,69.0,62.0,87.0,61.0,34.0,29.94,29.87,10.0,10.0,10.0,10.0,6.0,18.0,0.0
571,95.0,85.0,75.0,72.0,70.0,66.0,87.0,64.0,41.0,29.99,29.91,10.0,10.0,10.0,13.0,6.0,19.0,0.0
572,95.0,85.0,74.0,72.0,70.0,67.0,93.0,69.0,44.0,30.02,29.95,10.0,10.0,4.0,12.0,6.0,19.0,0.0
573,96.0,86.0,76.0,74.0,72.0,69.0,88.0,66.0,43.0,30.02,29.94,10.0,10.0,10.0,13.0,7.0,21.0,0.0
574,98.0,88.0,77.0,74.0,72.0,69.0,88.0,65.0,42.0,29.99,29.96,10.0,10.0,10.0,14.0,7.0,23.0,0.0
575,97.0,87.0,76.0,74.0,72.0,68.0,88.0,65.0,42.0,30.05,29.97,10.0,10.0,10.0,13.0,6.0,22.0,0.0
576,97.0,86.0,74.0,73.0,71.0,67.0,94.0,66.0,38.0,30.02,29.93,10.0,10.0,8.0,12.0,5.0,19.0,0.0
577,97.0,86.0,75.0,73.0,71.0,66.0,94.0,66.0,38.0,29.95,29.88,10.0,10.0,8.0,13.0,6.0,19.0,0.0
578,97.0,87.0,77.0,74.0,72.0,68.0,85.0,64.0,42.0,29.95,29.89,10.0,10.0,10.0,13.0,7.0,23.0,0.0
579,99.0,88.0,77.0,73.0,70.0,65.0,88.0,62.0,35.0,30.03,29.95,10.0,10.0,10.0,14.0,7.0,24.0,0.0
580,99.0,88.0,77.0,74.0,71.0,68.0,85.0,62.0,38.0,30.07,29.98,10.0,10.0,10.0,13.0,6.0,20.0,0.0
581,98.0,87.0,75.0,73.0,70.0,66.0,94.0,66.0,38.0,30.03,29.95,10.0,10.0,10.0,12.0,5.0,19.0,0.0
582,98.0,87.0,76.0,75.0,72.0,68.0,94.0,67.0,40.0,29.95,29.89,10.0,9.0,6.0,12.0,6.0,17.0,0.0
583,100.0,89.0,77.0,75.0,72.0,66.0,88.0,62.0,35.0,29.98,29.9,10.0,9.0,5.0,13.0,6.0,20.0,0.0
584,100.0,89.0,77.0,75.0,71.0,65.0,91.0,63.0,35.0,30.0,29.93,10.0,9.0,6.0,14.0,8.0,25.0,0.0
585,101.0,89.0,76.0,74.0,71.0,65.0,88.0,61.0,33.0,30.06,29.99,10.0,10.0,10.0,12.0,6.0,18.0,0.0
586,101.0,88.0,75.0,71.0,66.0,60.0,82.0,55.0,27.0,30.06,30.01,10.0,10.0,10.0,10.0,2.0,16.0,0.0
587,102.0,90.0,78.0,70.0,68.0,62.0,69.0,52.0,35.0,30.01,29.97,10.0,10.0,10.0,13.0,4.0,21.0,0.0
588,99.0,86.0,73.0,64.0,61.0,56.0,68.0,47.0,25.0,30.01,29.94,10.0,10.0,10.0,10.0,3.0,17.0,0.0
589,100.0,88.0,75.0,66.0,61.0,58.0,69.0,48.0,26.0,29.93,29.88,10.0,10.0,10.0,10.0,3.0,16.0,0.0
590,99.0,87.0,75.0,69.0,64.0,60.0,79.0,54.0,29.0,29.9,29.86,10.0,10.0,10.0,13.0,4.0,17.0,0.0
591,100.0,89.0,77.0,74.0,70.0,66.0,88.0,62.0,35.0,30.0,29.9,10.0,10.0,10.0,12.0,6.0,22.0,0.0
592,101.0,90.0,78.0,75.0,71.0,64.0,85.0,59.0,33.0,30.02,29.93,10.0,10.0,10.0,13.0,7.0,21.0,0.0
593,102.0,90.0,77.0,73.0,71.0,65.0,85.0,59.0,33.0,30.0,29.89,10.0,10.0,10.0,13.0,7.0,22.0,0.0
594,101.0,89.0,76.0,73.0,70.0,66.0,88.0,61.0,33.0,29.95,29.87,10.0,10.0,10.0,13.0,6.0,22.0,0.0
595,103.0,90.0,76.0,73.0,73.0,72.0,100.0,66.0,31.0,29.86,29.86,10.0,10.0,10.0,20.0,10.0,24.0,0.0
596,103.0,89.0,74.0,0.0,0.0,0.0,100.0,65.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,105.0,90.0,74.0,0.0,0.0,0.0,100.0,62.0,24.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,20.0,0.0
598,105.0,90.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,105.0,92.0,79.0,69.0,68.0,66.0,55.0,43.0,31.0,30.01,29.95,10.0,10.0,10.0,13.0,3.0,20.0,0.0
600,104.0,91.0,78.0,70.0,67.0,63.0,74.0,51.0,27.0,30.0,29.94,10.0,10.0,10.0,10.0,3.0,19.0,0.0
601,101.0,90.0,78.0,74.0,69.0,65.0,85.0,58.0,31.0,30.01,29.95,10.0,10.0,10.0,10.0,4.0,17.0,0.0
602,98.0,89.0,79.0,73.0,66.0,56.0,74.0,54.0,33.0,30.04,29.96,10.0,10.0,10.0,10.0,3.0,16.0,0.0
603,98.0,87.0,75.0,70.0,67.0,61.0,82.0,58.0,33.0,29.99,29.93,10.0,10.0,8.0,13.0,4.0,19.0,0.0
604,98.0,86.0,74.0,71.0,68.0,64.0,87.0,61.0,35.0,29.97,29.91,10.0,10.0,9.0,12.0,4.0,17.0,0.0
605,99.0,88.0,76.0,73.0,70.0,65.0,88.0,62.0,35.0,29.93,29.84,10.0,10.0,10.0,14.0,7.0,23.0,0.0
606,99.0,89.0,78.0,74.0,72.0,67.0,85.0,62.0,39.0,29.87,29.8,10.0,10.0,10.0,13.0,6.0,20.0,0.0
607,84.0,79.0,73.0,74.0,71.0,66.0,94.0,78.0,62.0,30.01,29.94,10.0,8.0,1.0,13.0,4.0,22.0,0.35
608,92.0,82.0,72.0,74.0,71.0,67.0,93.0,73.0,52.0,30.03,29.96,10.0,9.0,4.0,14.0,5.0,23.0,0.0
609,99.0,87.0,75.0,75.0,73.0,65.0,94.0,65.0,35.0,29.98,29.92,10.0,10.0,10.0,13.0,6.0,22.0,0.0
610,101.0,89.0,76.0,76.0,72.0,65.0,94.0,64.0,33.0,30.05,29.97,10.0,10.0,10.0,12.0,5.0,18.0,0.0
611,101.0,89.0,76.0,73.0,68.0,62.0,87.0,58.0,29.0,30.07,30.0,10.0,10.0,10.0,9.0,2.0,15.0,0.0
612,101.0,89.0,77.0,71.0,68.0,65.0,79.0,56.0,33.0,30.06,30.01,10.0,10.0,10.0,12.0,3.0,23.0,0.0
613,98.0,86.0,73.0,71.0,68.0,64.0,87.0,62.0,36.0,30.12,30.05,10.0,10.0,10.0,8.0,3.0,13.0,0.0
614,98.0,86.0,74.0,72.0,64.0,56.0,87.0,56.0,25.0,30.07,30.01,10.0,10.0,10.0,12.0,4.0,18.0,0.0
615,98.0,85.0,72.0,65.0,60.0,57.0,73.0,50.0,27.0,29.99,29.95,10.0,10.0,10.0,12.0,4.0,18.0,0.0
616,95.0,83.0,71.0,65.0,63.0,60.0,79.0,55.0,31.0,30.04,29.98,10.0,10.0,10.0,9.0,3.0,15.0,0.0
617,96.0,86.0,75.0,67.0,65.0,62.0,74.0,55.0,36.0,30.02,29.97,10.0,10.0,10.0,10.0,3.0,17.0,0.0
618,97.0,86.0,74.0,72.0,67.0,61.0,87.0,59.0,30.0,30.06,29.97,10.0,10.0,10.0,16.0,5.0,24.0,0.0
619,94.0,84.0,74.0,72.0,69.0,63.0,87.0,64.0,41.0,30.07,30.0,10.0,10.0,10.0,14.0,5.0,21.0,0.0
620,95.0,83.0,71.0,70.0,67.0,64.0,90.0,65.0,39.0,30.08,30.01,10.0,10.0,10.0,12.0,4.0,19.0,0.0
621,94.0,84.0,73.0,71.0,69.0,65.0,87.0,64.0,41.0,29.99,29.92,10.0,10.0,10.0,13.0,3.0,19.0,0.0
622,100.0,88.0,75.0,74.0,72.0,66.0,88.0,62.0,35.0,29.97,29.91,10.0,10.0,10.0,14.0,6.0,23.0,0.0
623,101.0,90.0,79.0,77.0,73.0,66.0,91.0,62.0,33.0,30.03,29.95,10.0,10.0,10.0,16.0,7.0,24.0,0.01
624,100.0,88.0,76.0,75.0,71.0,65.0,94.0,63.0,31.0,30.05,29.95,10.0,10.0,8.0,12.0,6.0,19.0,0.0
625,100.0,88.0,76.0,74.0,70.0,64.0,88.0,61.0,33.0,29.98,29.91,10.0,10.0,10.0,13.0,6.0,20.0,0.0
626,99.0,88.0,76.0,74.0,71.0,65.0,88.0,61.0,33.0,29.97,29.89,10.0,10.0,10.0,10.0,5.0,16.0,0.0
627,93.0,84.0,74.0,75.0,73.0,68.0,100.0,74.0,47.0,29.98,29.91,10.0,8.0,1.0,10.0,3.0,17.0,1.05
628,96.0,84.0,72.0,76.0,73.0,68.0,100.0,71.0,42.0,29.98,29.91,10.0,7.0,0.0,16.0,2.0,25.0,0.79
629,93.0,84.0,75.0,75.0,73.0,68.0,94.0,72.0,49.0,29.99,29.92,10.0,8.0,4.0,12.0,3.0,20.0,0.0
630,91.0,80.0,69.0,72.0,57.0,46.0,87.0,55.0,23.0,30.08,30.02,10.0,10.0,10.0,13.0,5.0,20.0,0.0
631,91.0,77.0,63.0,58.0,51.0,47.0,73.0,49.0,24.0,30.09,30.02,10.0,10.0,10.0,13.0,4.0,20.0,0.0
632,90.0,77.0,64.0,68.0,57.0,51.0,79.0,53.0,27.0,30.07,30.01,10.0,10.0,10.0,12.0,5.0,17.0,0.0
633,95.0,84.0,73.0,72.0,70.0,68.0,87.0,67.0,46.0,30.1,30.02,10.0,10.0,7.0,16.0,5.0,26.0,0.0
634,93.0,84.0,75.0,74.0,72.0,69.0,94.0,72.0,49.0,30.13,30.05,10.0,9.0,2.0,13.0,6.0,19.0,0.04
635,96.0,86.0,75.0,73.0,71.0,65.0,94.0,67.0,39.0,30.06,29.99,10.0,10.0,10.0,13.0,6.0,18.0,0.0
636,96.0,86.0,75.0,73.0,70.0,61.0,94.0,64.0,33.0,29.96,29.88,10.0,10.0,10.0,12.0,6.0,18.0,0.0
637,96.0,85.0,74.0,73.0,68.0,53.0,94.0,60.0,26.0,30.0,29.92,10.0,10.0,10.0,9.0,3.0,14.0,0.0
638,95.0,82.0,69.0,70.0,63.0,57.0,90.0,60.0,30.0,30.01,29.96,0.0,0.0,0.0,9.0,3.0,15.0,0.0
639,95.0,84.0,73.0,71.0,64.0,53.0,87.0,57.0,26.0,30.01,29.95,0.0,0.0,0.0,12.0,4.0,16.0,0.0
640,97.0,84.0,70.0,67.0,64.0,61.0,79.0,56.0,33.0,30.04,29.98,10.0,10.0,10.0,10.0,4.0,17.0,0.0
641,94.0,81.0,68.0,69.0,62.0,53.0,90.0,58.0,26.0,30.05,29.99,10.0,10.0,9.0,10.0,2.0,15.0,0.0
642,95.0,82.0,69.0,64.0,58.0,52.0,73.0,49.0,24.0,30.03,29.99,10.0,10.0,10.0,10.0,2.0,16.0,0.0
643,96.0,84.0,72.0,67.0,64.0,60.0,79.0,58.0,36.0,30.04,30.0,10.0,10.0,10.0,12.0,2.0,19.0,0.0
644,95.0,82.0,68.0,65.0,59.0,51.0,84.0,54.0,24.0,29.99,29.93,10.0,10.0,10.0,12.0,3.0,21.0,0.0
645,95.0,81.0,67.0,67.0,59.0,52.0,76.0,50.0,24.0,29.94,29.87,10.0,10.0,10.0,13.0,2.0,22.0,0.0
646,89.0,79.0,69.0,66.0,63.0,60.0,90.0,64.0,38.0,29.89,29.83,10.0,10.0,7.0,12.0,3.0,17.0,0.0
647,94.0,81.0,67.0,66.0,64.0,62.0,87.0,63.0,38.0,29.91,29.86,10.0,10.0,10.0,10.0,2.0,17.0,0.0
648,95.0,83.0,70.0,65.0,62.0,58.0,84.0,56.0,28.0,30.0,29.94,10.0,10.0,10.0,10.0,2.0,16.0,0.0
649,94.0,82.0,69.0,63.0,60.0,57.0,73.0,52.0,30.0,30.08,30.0,10.0,9.0,1.0,12.0,4.0,17.0,0.0
650,89.0,78.0,67.0,58.0,50.0,40.0,68.0,45.0,22.0,30.06,29.97,10.0,10.0,10.0,12.0,5.0,18.0,0.0
651,87.0,72.0,56.0,45.0,43.0,40.0,57.0,40.0,22.0,29.94,29.88,10.0,10.0,10.0,8.0,3.0,14.0,0.0
652,87.0,73.0,59.0,50.0,47.0,44.0,67.0,45.0,23.0,30.02,29.95,10.0,10.0,10.0,8.0,2.0,14.0,0.0
653,85.0,76.0,67.0,56.0,52.0,48.0,57.0,45.0,32.0,30.09,30.03,10.0,10.0,10.0,9.0,2.0,13.0,0.0
654,90.0,77.0,63.0,56.0,53.0,49.0,63.0,44.0,24.0,30.15,30.07,10.0,10.0,10.0,8.0,3.0,12.0,0.0
655,91.0,77.0,62.0,63.0,58.0,53.0,72.0,54.0,36.0,30.1,30.02,10.0,10.0,10.0,12.0,3.0,15.0,0.0
656,91.0,80.0,68.0,69.0,64.0,59.0,90.0,64.0,38.0,30.07,30.0,10.0,10.0,10.0,10.0,3.0,20.0,0.0
657,88.0,80.0,72.0,66.0,64.0,62.0,79.0,62.0,45.0,30.14,30.07,10.0,10.0,9.0,8.0,2.0,11.0,0.0
658,90.0,79.0,67.0,62.0,59.0,58.0,78.0,56.0,34.0,30.21,30.11,10.0,10.0,10.0,10.0,3.0,16.0,0.0
659,95.0,80.0,64.0,64.0,61.0,59.0,78.0,55.0,31.0,30.05,29.92,10.0,10.0,10.0,13.0,4.0,21.0,0.0
660,99.0,86.0,72.0,73.0,67.0,64.0,90.0,62.0,33.0,29.84,29.78,10.0,9.0,5.0,13.0,6.0,23.0,0.0
661,94.0,79.0,64.0,73.0,45.0,28.0,79.0,45.0,10.0,30.04,29.96,10.0,10.0,10.0,12.0,5.0,20.0,0.0
662,96.0,78.0,60.0,49.0,41.0,35.0,60.0,36.0,12.0,30.1,30.03,10.0,10.0,5.0,9.0,3.0,15.0,0.0
663,95.0,79.0,63.0,67.0,56.0,46.0,87.0,55.0,23.0,30.13,30.06,10.0,10.0,7.0,12.0,4.0,21.0,0.0
664,90.0,76.0,62.0,66.0,56.0,48.0,93.0,60.0,26.0,30.21,30.15,10.0,10.0,10.0,12.0,2.0,16.0,0.0
665,88.0,75.0,62.0,54.0,48.0,42.0,67.0,46.0,25.0,30.3,30.22,10.0,10.0,10.0,9.0,4.0,16.0,0.0
666,84.0,71.0,57.0,42.0,35.0,29.0,51.0,33.0,14.0,30.35,30.27,10.0,10.0,10.0,9.0,4.0,14.0,0.0
667,86.0,70.0,54.0,53.0,45.0,38.0,67.0,46.0,25.0,30.27,30.19,10.0,10.0,10.0,12.0,4.0,18.0,0.0
668,87.0,73.0,58.0,68.0,58.0,52.0,86.0,61.0,35.0,30.17,30.08,10.0,10.0,10.0,13.0,4.0,20.0,0.0
669,86.0,79.0,72.0,70.0,68.0,65.0,90.0,71.0,51.0,30.13,30.06,10.0,10.0,9.0,16.0,8.0,24.0,0.0
670,82.0,76.0,70.0,74.0,70.0,67.0,100.0,85.0,69.0,30.04,29.97,10.0,7.0,2.0,16.0,7.0,25.0,0.16
671,80.0,76.0,71.0,76.0,73.0,69.0,100.0,91.0,82.0,29.94,29.89,10.0,7.0,1.0,21.0,6.0,32.0,0.43
672,76.0,68.0,60.0,74.0,66.0,60.0,100.0,94.0,87.0,30.01,29.9,10.0,4.0,1.0,17.0,9.0,26.0,4.79
673,64.0,61.0,57.0,58.0,57.0,55.0,100.0,89.0,78.0,30.07,30.02,10.0,8.0,3.0,17.0,9.0,31.0,0.65
674,79.0,69.0,58.0,57.0,54.0,50.0,78.0,62.0,45.0,30.05,29.97,10.0,10.0,10.0,15.0,6.0,23.0,0.0
675,84.0,71.0,58.0,56.0,53.0,47.0,93.0,61.0,28.0,29.94,29.85,10.0,10.0,10.0,8.0,3.0,14.0,0.0
676,82.0,70.0,58.0,54.0,50.0,45.0,78.0,53.0,28.0,29.91,29.85,10.0,10.0,10.0,18.0,4.0,31.0,0.0
677,81.0,66.0,51.0,64.0,54.0,49.0,96.0,66.0,35.0,29.97,29.89,10.0,10.0,10.0,12.0,4.0,18.0,0.0
678,75.0,71.0,67.0,73.0,70.0,65.0,100.0,90.0,79.0,29.87,29.73,10.0,4.0,0.0,29.0,8.0,42.0,4.93
679,77.0,71.0,65.0,73.0,65.0,59.0,100.0,82.0,64.0,29.91,29.75,10.0,8.0,1.0,16.0,4.0,27.0,0.89
680,75.0,67.0,59.0,59.0,57.0,53.0,97.0,75.0,53.0,30.04,29.96,10.0,10.0,5.0,8.0,3.0,12.0,0.07
681,79.0,68.0,57.0,60.0,58.0,55.0,100.0,75.0,50.0,30.03,29.98,10.0,5.0,0.0,10.0,3.0,14.0,0.0
682,80.0,69.0,57.0,62.0,59.0,55.0,100.0,74.0,47.0,30.08,30.01,10.0,7.0,0.0,10.0,3.0,14.0,0.0
683,78.0,70.0,61.0,68.0,64.0,59.0,100.0,82.0,64.0,30.07,30.02,10.0,9.0,5.0,13.0,5.0,20.0,0.0
684,85.0,79.0,72.0,74.0,72.0,69.0,100.0,83.0,65.0,30.02,29.97,10.0,9.0,2.0,12.0,6.0,19.0,0.05
685,76.0,68.0,59.0,71.0,54.0,43.0,87.0,62.0,37.0,30.11,30.06,10.0,10.0,10.0,14.0,3.0,20.0,0.02
686,63.0,60.0,56.0,57.0,54.0,43.0,100.0,79.0,57.0,30.26,30.17,10.0,8.0,0.0,17.0,8.0,28.0,0.53
687,71.0,62.0,53.0,47.0,43.0,41.0,72.0,56.0,39.0,30.3,30.23,10.0,10.0,10.0,13.0,5.0,20.0,0.0
688,73.0,63.0,52.0,55.0,50.0,44.0,83.0,66.0,49.0,30.19,30.12,10.0,10.0,10.0,6.0,1.0,9.0,0.0
689,74.0,67.0,60.0,67.0,63.0,55.0,90.0,82.0,73.0,30.12,30.02,10.0,10.0,10.0,12.0,4.0,20.0,0.0
690,85.0,77.0,69.0,71.0,64.0,27.0,93.0,62.0,31.0,30.0,29.87,10.0,10.0,10.0,13.0,7.0,25.0,0.0
691,71.0,64.0,56.0,41.0,36.0,27.0,51.0,36.0,20.0,30.26,30.19,10.0,10.0,10.0,16.0,6.0,27.0,0.0
692,65.0,61.0,56.0,43.0,39.0,37.0,57.0,47.0,37.0,30.34,30.28,10.0,10.0,10.0,7.0,4.0,14.0,0.0
693,65.0,60.0,54.0,52.0,46.0,40.0,83.0,66.0,48.0,30.36,30.3,10.0,10.0,6.0,8.0,3.0,11.0,0.01
694,70.0,62.0,54.0,62.0,53.0,46.0,87.0,73.0,58.0,30.28,30.18,10.0,10.0,10.0,9.0,4.0,17.0,0.0
695,75.0,70.0,65.0,71.0,67.0,63.0,100.0,92.0,84.0,30.08,29.85,10.0,8.0,2.0,16.0,7.0,28.0,0.01
696,75.0,61.0,47.0,70.0,55.0,42.0,93.0,69.0,44.0,29.79,29.66,10.0,8.0,1.0,18.0,4.0,30.0,1.03
697,72.0,58.0,43.0,45.0,42.0,39.0,93.0,64.0,35.0,29.96,29.86,10.0,10.0,10.0,9.0,2.0,15.0,0.0
698,79.0,63.0,46.0,51.0,46.0,41.0,86.0,59.0,32.0,30.15,30.08,10.0,10.0,10.0,8.0,1.0,11.0,0.0
699,77.0,65.0,52.0,61.0,55.0,49.0,93.0,67.0,40.0,30.13,30.03,10.0,10.0,10.0,12.0,4.0,17.0,0.0
700,66.0,54.0,41.0,63.0,47.0,25.0,93.0,63.0,32.0,30.37,30.12,10.0,10.0,7.0,22.0,7.0,35.0,0.0
701,59.0,47.0,34.0,33.0,29.0,26.0,82.0,56.0,30.0,30.4,30.32,10.0,10.0,10.0,8.0,2.0,13.0,0.0
702,63.0,48.0,32.0,41.0,33.0,29.0,92.0,61.0,30.0,30.37,30.29,10.0,10.0,10.0,9.0,2.0,14.0,0.0
703,64.0,56.0,47.0,58.0,50.0,42.0,80.0,74.0,67.0,30.24,30.14,10.0,10.0,10.0,9.0,3.0,16.0,0.0
704,74.0,68.0,62.0,64.0,61.0,58.0,93.0,77.0,61.0,30.11,30.07,10.0,10.0,5.0,14.0,5.0,22.0,0.0
705,74.0,71.0,68.0,71.0,69.0,63.0,100.0,91.0,81.0,30.15,30.1,10.0,8.0,2.0,14.0,7.0,20.0,0.26
706,74.0,58.0,41.0,71.0,58.0,39.0,100.0,94.0,87.0,30.24,30.14,10.0,6.0,0.0,15.0,7.0,22.0,1.46
707,44.0,42.0,39.0,42.0,39.0,38.0,100.0,91.0,82.0,30.28,30.23,10.0,9.0,4.0,13.0,7.0,19.0,0.25
708,47.0,45.0,42.0,44.0,42.0,40.0,96.0,91.0,86.0,30.26,30.18,10.0,8.0,2.0,9.0,4.0,15.0,0.04
709,55.0,50.0,45.0,48.0,45.0,43.0,100.0,86.0,72.0,30.11,30.06,10.0,10.0,4.0,7.0,2.0,11.0,0.0
710,59.0,53.0,46.0,46.0,43.0,39.0,93.0,72.0,51.0,30.12,30.05,10.0,10.0,10.0,7.0,2.0,12.0,0.0
711,68.0,55.0,42.0,48.0,40.0,31.0,100.0,65.0,29.0,30.3,30.18,10.0,10.0,0.0,9.0,3.0,14.0,0.0
712,63.0,52.0,40.0,38.0,37.0,35.0,86.0,61.0,36.0,30.43,30.38,10.0,10.0,10.0,8.0,1.0,12.0,0.0
713,63.0,50.0,37.0,43.0,38.0,35.0,92.0,66.0,39.0,30.52,30.45,10.0,10.0,10.0,9.0,2.0,13.0,0.0
714,65.0,51.0,37.0,43.0,39.0,35.0,92.0,66.0,40.0,30.5,30.43,10.0,10.0,10.0,9.0,2.0,14.0,0.0
715,70.0,57.0,44.0,51.0,46.0,42.0,93.0,71.0,49.0,30.46,30.4,10.0,10.0,9.0,10.0,2.0,16.0,0.0
716,69.0,57.0,44.0,47.0,43.0,40.0,92.0,64.0,35.0,30.37,30.27,10.0,10.0,4.0,7.0,1.0,12.0,0.0
717,75.0,59.0,42.0,54.0,48.0,41.0,96.0,70.0,43.0,30.14,30.03,10.0,10.0,8.0,12.0,3.0,21.0,0.0
718,76.0,62.0,47.0,50.0,47.0,41.0,93.0,61.0,29.0,30.07,29.98,10.0,10.0,8.0,8.0,2.0,13.0,0.0
719,78.0,65.0,51.0,62.0,58.0,46.0,100.0,78.0,56.0,29.93,29.86,10.0,8.0,2.0,10.0,4.0,19.0,0.0
720,79.0,66.0,52.0,65.0,61.0,51.0,100.0,79.0,58.0,29.88,29.83,10.0,6.0,0.0,14.0,6.0,23.0,0.0
721,75.0,73.0,70.0,70.0,67.0,65.0,90.0,85.0,79.0,29.84,29.75,10.0,9.0,6.0,17.0,9.0,29.0,0.01
722,74.0,60.0,46.0,69.0,52.0,43.0,96.0,84.0,72.0,29.79,29.7,10.0,6.0,1.0,23.0,4.0,37.0,1.54
723,75.0,59.0,42.0,46.0,41.0,35.0,89.0,57.0,25.0,29.85,29.78,10.0,10.0,10.0,10.0,3.0,18.0,0.0
724,75.0,64.0,53.0,65.0,60.0,45.0,100.0,86.0,71.0,29.81,29.72,10.0,10.0,8.0,9.0,4.0,16.0,0.0
725,63.0,55.0,46.0,39.0,29.0,25.0,53.0,40.0,27.0,30.03,29.92,10.0,10.0,10.0,15.0,8.0,26.0,0.0
726,68.0,54.0,39.0,37.0,31.0,23.0,79.0,54.0,28.0,30.26,30.08,10.0,10.0,10.0,14.0,4.0,25.0,0.0
727,58.0,46.0,34.0,35.0,31.0,27.0,76.0,55.0,33.0,30.45,30.37,10.0,10.0,10.0,13.0,3.0,24.0,0.0
728,66.0,51.0,36.0,48.0,40.0,32.0,92.0,68.0,44.0,30.5,30.4,10.0,10.0,10.0,13.0,4.0,20.0,0.0
729,67.0,59.0,51.0,62.0,56.0,48.0,100.0,89.0,78.0,30.35,30.12,10.0,10.0,5.0,13.0,5.0,25.0,0.0
730,76.0,65.0,54.0,64.0,61.0,51.0,93.0,79.0,64.0,30.01,29.96,10.0,9.0,5.0,8.0,2.0,15.0,0.0
731,79.0,64.0,49.0,66.0,57.0,46.0,93.0,69.0,45.0,29.92,29.7,10.0,10.0,10.0,13.0,5.0,20.0,0.0
732,81.0,67.0,53.0,66.0,54.0,40.0,93.0,59.0,25.0,29.72,29.57,10.0,9.0,3.0,15.0,3.0,24.0,0.0
733,74.0,63.0,52.0,63.0,56.0,46.0,93.0,81.0,68.0,29.95,29.84,10.0,9.0,4.0,10.0,1.0,16.0,0.0
734,70.0,61.0,51.0,66.0,53.0,43.0,93.0,77.0,61.0,30.04,29.95,10.0,9.0,6.0,9.0,2.0,17.0,0.0
735,78.0,74.0,70.0,70.0,69.0,68.0,93.0,85.0,76.0,29.83,29.72,10.0,9.0,5.0,21.0,10.0,31.0,0.1
736,73.0,55.0,36.0,69.0,47.0,33.0,93.0,89.0,84.0,29.81,29.68,10.0,8.0,1.0,21.0,10.0,33.0,1.32
737,46.0,41.0,36.0,34.0,30.0,28.0,92.0,75.0,58.0,30.06,29.94,10.0,10.0,10.0,21.0,8.0,35.0,0.0
738,49.0,43.0,37.0,43.0,36.0,32.0,92.0,74.0,56.0,30.19,30.09,10.0,8.0,3.0,8.0,3.0,11.0,0.03
739,57.0,49.0,41.0,44.0,42.0,39.0,100.0,80.0,59.0,30.3,30.23,10.0,7.0,3.0,9.0,4.0,14.0,0.0
740,53.0,46.0,39.0,40.0,39.0,37.0,93.0,78.0,63.0,30.4,30.32,10.0,10.0,10.0,13.0,6.0,20.0,0.0
741,48.0,46.0,44.0,36.0,33.0,28.0,66.0,60.0,53.0,30.53,30.48,0.0,0.0,0.0,15.0,8.0,24.0,0.0
